	TitleBlock	DescriptionBlock	CourseID	CourseName	Credits	tf_idf_vector	Top10Recommendations
61	ARCH 223  Materials & Methods III 1.5 Credit	Introduction to technical building analysis including the organizing principles for materials, structure and systems. Includes envelope assembly, thermal comfort, structural and passive building systems.	ARCH 223	Materials & Methods III 	1.5	[0. 0. 0. ... 0. 0. 0.]	['ARCH 173', 'ARCH 251', 'ARCH 253', 'ARCH 252', 'ARCH 170', 'ARCH 354', 'ARCH 172', 'ARCH 222', 'MEM 440', 'ARCH 356']
62	ARCH 224  Architectural Representation IV 2.0 Credits	Emphasizes the communication of design through perspective, view-making and rendering. Through the use of digital and analog techniques, the ability to select the proper media to visually convey a design concept will be developed.	ARCH 224	Architectural Representation IV 	2.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 183', 'VSST 108', 'INTR 160', 'ARCH 108', 'EET 406', 'EVGD 320', 'ARCH 379', 'ENGR 102', 'ENGR 101', 'ENGR 103']
63	ARCH 225  Architectural Representation V 2.0 Credits	Emphasizes the tools to complete a final quality architectural presentation in a variety of venues including portfolios, digital representations and online media.	ARCH 225	Architectural Representation V 	2.0	[0. 0. 0. ... 0. 0. 0.]	['PROJ 410', 'SMT 290', 'IDM 100', 'EDUC 325', 'DIGM 475', 'ANTH 375', 'MET 423', 'HRM 305', 'HRM 305', 'VSST 108']
64	ARCH 226  Architectural Representation VI 2.0 Credits	Explores parametric thinking and the iterative design process while reinforcing critical skills in detailing and design development through various software programs.	ARCH 226	Architectural Representation VI 	2.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 379', 'PROD 215', 'ARCH 276', 'ARCH 108', 'ARCH 326', 'INTR 350', 'ARCH 324', 'ARCH 377', 'ARCH 325', 'VSCM 455']
65	ARCH 251  Structural Systems I 1.5 Credit	Introduction to the fundamental aspects of structural systems with exposure to materials and methods that are frequently used in building construction.  Develops skills needed for structural integration in building design.	ARCH 251	Structural Systems I 	1.5	[0. 0. 0. ... 0. 0. 0.]	['ARCH 252', 'ARCH 253', 'ARCH 354', 'ARCH 221', 'ARCH 170', 'ARCH 355', 'ARCH 356', 'ARCH 173', 'ARCH 223', 'AE 391']
66	ARCH 252  Structural Systems II 1.5 Credit	Further introduction to the fundamental aspects of structural systems with exposure to materials and methods that are frequently used in building construction.  Develops skills needed for structural integration in building design.	ARCH 252	Structural Systems II 	1.5	[0. 0. 0. ... 0. 0. 0.]	['ARCH 251', 'ARCH 253', 'ARCH 354', 'ARCH 221', 'ARCH 170', 'ARCH 355', 'ARCH 356', 'ARCH 173', 'ARCH 223', 'AE 391']
67	ARCH 253  Structural Systems III 1.5 Credit	Introduction and intermediate aspects of structural systems with exposure to materials and methods that are frequently used in building construction.  Develops skills needed for structural integration in building design.	ARCH 253	Structural Systems III 	1.5	[0. 0. 0. ... 0. 0. 0.]	['ARCH 354', 'ARCH 251', 'ARCH 252', 'ARCH 355', 'ARCH 356', 'ARCH 170', 'ARCH 221', 'ARCH 223', 'ARCH 173', 'AE 391']
68	ARCH 261  Environmental Systems I 3.0 Credits	Introduces heating, ventilation, and air conditioning systems and site utility planning. Fall.	ARCH 261	Environmental Systems I 	3.0	[0. 0. 0. ... 0. 0. 0.]	['CMGT 266', 'AE 220', 'MHT 405', 'ENVE 465', 'PSY 325', 'MEM 410', 'ENVE 460', 'ENVE 435', 'ARCH 262', 'ARCH 281']
69	ARCH 262  Environmental Systems II 3.0 Credits	Introduces plumbing systems, including site distribution, water distribution, and waste systems. Fire protection is also covered. Winter.	ARCH 262	Environmental Systems II 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ENVE 300', 'ENVE 416', 'MEM 361', 'NSC 302', 'AE 340', 'EET 323', 'ECEC 421', 'BMES 337', 'BMES 337', 'ARCH 261']
70	ARCH 274  Architectural Technology IV 3.0 Credits	Intermediate development of architectural technology with a focus on application of analysis of primary materials, structure and systems.  Depth and range of analytical tools are addressed.	ARCH 274	Architectural Technology IV 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 394', 'ARCH 291', 'ARCH 396', 'ARCH 275', 'HSCI 204', 'ARCH 172', 'ARCH 222', 'ARCH 395', 'ARCH 293', 'ARCH 292']
71	ARCH 275  Architectural Technology V 3.0 Credits	Further development of analytical skills for building technology.  Case studies and real world precedents examine materials, structure and systems in the support of larger architectural objectives.	ARCH 275	Architectural Technology V 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 325', 'ARCH 274', 'ARCH 172', 'ARCH 222', 'ARCH 324', 'ARCH 377', 'ARCH 170', 'ARCH 326', 'ARCH 378', 'ARCH 276']
72	ARCH 276  Architectural Technology VI 3.0 Credits	Examination of technical analysis and design in support of iterative architectural concepts.  Materials, structure and systems are utilized to develop strong design synergies.	ARCH 276	Architectural Technology VI 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 379', 'ARCH 326', 'ARCH 324', 'ARCH 377', 'ARCH 325', 'ARCH 274', 'ARCH 394', 'ARCH 396', 'ARCH 293', 'ARCH 395']
73	ARCH 281  Architecture Studio 2A 4.0 Credits	Introduces issues of architectural form, site and programmatic concerns.  Design exercises will explore simple issues of structure, building and material systems and sustainability.	ARCH 281	Architecture Studio 2A 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 382', 'ARCH 383', 'ARCH 182', 'ARCH 487', 'ARCH 181', 'ARCH 192', 'ARCH 183', 'ARCH 394', 'ARCH 282', 'ARCH 172']
74	ARCH 282  Architecture Studio 2B 4.0 Credits	Covers architectural design problems of incremental complexity that emphasizes the nature of function, structure, and material and their impact on the design process.	ARCH 282	Architecture Studio 2B 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 192', 'ARCH 383', 'VSCM 430', 'ARCH 183', 'AE 391', 'PROD 255', 'ARCH 395', 'ARCH 488', 'ARCH 293', 'ARCH 292']
75	ARCH 283  Architecture Studio 2C 4.0 Credits	Explores architectural design problems that introduce the full range of challenges in the areas of organization, program, context, systems and formal expression.	ARCH 283	Architecture Studio 2C 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 383', 'ARCH 394', 'ARCH 482', 'ARCH 396', 'ARCH 291', 'ARCH 183', 'ARCH 382', 'ARCH 293', 'ARCH 292', 'ARCH 282']
76	ARCH 291  Building Systems I 1.5 Credit	Introduction to architectural technology with a focus on application of analysis pertaining to environmental systems within the context of building design.	ARCH 291	Building Systems I 	1.5	[0. 0. 0. ... 0. 0. 0.]	['ARCH 293', 'ARCH 292', 'ARCH 394', 'ARCH 396', 'ARCH 395', 'ARCH 170', 'ARCH 274', 'ARCH 221', 'ARCH 382', 'ARCH 482']
77	ARCH 292  Building Systems II 1.5 Credit	Introduction to architectural technology with a focus on design impacts and analysis related to water within the context of building design.	ARCH 292	Building Systems II 	1.5	[0. 0. 0. ... 0. 0. 0.]	['ARCH 293', 'ARCH 394', 'ARCH 396', 'ARCH 395', 'ARCH 291', 'ARCH 170', 'ARCH 221', 'ARCH 382', 'ARCH 356', 'ARCH 379']
78	ARCH 293  Building Systems III 1.5 Credit	Introduction to architectural technology with a focus on design impacts and analysis related to lighting within the context of building design.	ARCH 293	Building Systems III 	1.5	[0. 0. 0. ... 0. 0. 0.]	['ARCH 292', 'ARCH 396', 'ARCH 394', 'ARCH 395', 'ARCH 291', 'ARCH 170', 'ARCH 221', 'ARCH 382', 'ARCH 356', 'ARCH 379']
79	ARCH 315  Sustainable Built Environment I 3.0 Credits	Provides an overview of contemporary sustainable design principles and systems involved to posit novel solutions to various design challenges.  Combining theoretical knowledge, field trips and case studies enabling students to critically assess sustainability as it relates to the built environment through five key subsystems: materials, air, water, energy and life.	ARCH 315	Sustainable Built Environment I 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 481', 'OPM 342', 'CHE 430', 'ENVE 460', 'ENVS 310', 'VSST 100', 'GMAP 395', 'CMGT 355', 'ARCH 483', 'INDE 420']
80	ARCH 320  Sustainable Built Environment II 3.0 Credits	Students will examine the work of scientists, designers, authors, artists, architects, engineers, planners, etc to gain a deeper conceptual understanding of current and emerging strategies in sustainability and the complex and integrated systems approach to the built environment in the present and near future.	ARCH 320	Sustainable Built Environment II 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ENSS 285', 'PROD 230', 'ARCH 481', 'CHE 430', 'HIST 181', 'ARCH 212', 'EGMT 230', 'ARCH 482', 'EDEX 345', 'CMGT 469']
81	ARCH 324  Materials & Methods IV 1.5 Credit	Advanced building technology concepts are explored through case studies and focused design examples. Materials, construction, methods, structure, systems and envelope are studied as integrated aspect of larger iterative design processes.	ARCH 324	Materials & Methods IV 	1.5	[0. 0. 0. ... 0. 0. 0.]	['ARCH 377', 'ARCH 325', 'ARCH 326', 'ARCH 379', 'ARCH 170', 'ARCH 276', 'ARCH 275', 'ARCH 221', 'ARCH 378', 'ARCH 223']
82	ARCH 325  Materials & Methods V 1.5 Credit	Further exploration of advanced building technology concepts through case studies and focused design examples. Materials, construction, methods, structure, systems and envelope are studied as integrated aspect of larger iterative design processes.	ARCH 325	Materials & Methods V 	1.5	[0. 0. 0. ... 0. 0. 0.]	['ARCH 324', 'ARCH 377', 'ARCH 326', 'ARCH 379', 'ARCH 275', 'ARCH 170', 'ARCH 221', 'ARCH 172', 'ARCH 222', 'ARCH 276']
83	ARCH 326  Materials & Methods VI 1.5 Credit	Advanced integration of building technology concepts through design problems and examples. Materials, construction, methods, structure, systems and envelope are studied as integrated aspect of larger iterative design processes.	ARCH 326	Materials & Methods VI 	1.5	[0. 0. 0. ... 0. 0. 0.]	['ARCH 324', 'ARCH 377', 'ARCH 325', 'ARCH 379', 'ARCH 170', 'ARCH 276', 'ARCH 221', 'CMGT 266', 'ARCH 253', 'ARCH 354']
84	ARCH 335  Professional Practice I 3.0 Credits	This seminar is the first of a two-course sequence that introduces students to varying topics related to architectural practice in today's society.  It addresses the following issues:  Community and Social Responsibility, Leadership, Ethics & Professional Judgment, Client Role in Architecture, Basic Principles of Architectural Practice.	ARCH 335	Professional Practice I 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 336', 'PHIL 317', 'CAEE 202', 'HIST 101', 'EGMT 295', 'NURS 403', 'DIGM 493', 'ARCH 489', 'ARCH 383', 'CIVC 201']
85	ARCH 336  Professional Practice II 3.0 Credits	This seminar is the second of a two-course sequence that introduces students to varying topics related to architectural practice in today’s society. It addresses the following issues: Practice Management, Project Management, Financial Considerations, Legal Responsibilities, Ethics & Professional Judgment.	ARCH 336	Professional Practice II 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 335', 'DIGM 493', 'BMES 382', 'BMES 382', 'ENVE 485', 'PHIL 317', 'HIST 101', 'CMGT 461', 'FMVD 323', 'MIS 361']
86	ARCH 340  American Architecture & Urbanism 3.0 Credits	Surveys the development of American architecture and urbanism from its Native American origins through the arrival of early Modernism in the 1930s and 1940s.  Writing Intensive.	ARCH 340	American Architecture & Urbanism 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 345', 'ARCH 143', 'ARCH 350', 'ARTH 311', 'PSCI 110', 'ENGL 207', 'ARCH 144', 'ARCH 344', 'HIST 230  United States Military History I (before 1900', 'HIST 222']
87	ARCH 341   [WI] Theories of Architecture I 3.0 Credits	Seminar that examines theories and principles of Western architecture before 1700. History/theory elective. Fall. This is a writing intensive course.	ARCH 341	[WI] Theories of Architecture I 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 342', 'ARCH 343', 'ARCH 421', 'BIO 473', 'ARCH 346', 'ARCH 441', 'ARCH 345', 'ARCH T480', 'ARCH 142', 'ARCH 143']
88	ARCH 342   [WI] Theories of Architecture II 3.0 Credits	Continues ARCH 341. Seminar that examines theories and principles of Western architecture from the Baroque era of the 17th century to the beginning of Modernism in the 20th century.   History/theory elective. Winter. This is a writing intensive course.	ARCH 342	[WI] Theories of Architecture II 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 341', 'ARCH 343', 'ARCH 345', 'ARCH 344', 'DANC 315', 'ARCH 497', 'MUSC 232', 'ARCH 143', 'ARTH 313  20th Century Modernism (1900-1955', 'ARTH 329']
89	ARCH 343  Theories of Architecture III 3.0 Credits	Seminar that examines 20th-century theories of architecture, including analysis and discussion of current theoretical positions. History/theory elective. Spring.	ARCH 343	Theories of Architecture III 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 342', 'ARCH 341', 'ARCH 344', 'ARCH 345', 'ARCH T480', 'ARCH 441', 'ORGB 320', 'ARCH 421', 'FMST 264', 'ARCH 143']
90	ARCH 344   [WI] History of Modern Architecture I 3.0 Credits	Surveys the crucial buildings and thematic development of modern architecture and urbanism beginning in the late nineteenth Century continuing through the mid-20th Century.  History/theory elective.	ARCH 344	[WI] History of Modern Architecture I 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 345', 'ARCH 144', 'ARCH 342', 'ARCH 343', 'PHIL 214', 'HIST 289', 'ARTH 329', 'INTR 200', 'MUSC 238', 'ANIM 215']
91	ARCH 345   [WI] History of Modern Architecture II 3.0 Credits	Continuation of ARCH 344. Surveys the crucial buildings and thematic development of modern architecture and urbanism from the mid-20th Century to the present.  History/theory elective. This is a writing intensive course.	ARCH 345	[WI] History of Modern Architecture II 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 344', 'ARCH 144', 'ARCH 342', 'ARCH 343', 'ARCH 341', 'ARCH 340', 'ARCH 421', 'INTR 200', 'MUSC 238', 'BIO 473']
92	ARCH 346   [WI] History of Philadelphia Architecture 3.0 Credits	Covers the architecture of the city of Philadelphia from 1682, examining its architects, styles, and sources through lectures, walking tours, and student reports. History/theory elective. Fall. Alternate years. This is a writing intensive course.	ARCH 346	[WI] History of Philadelphia Architecture 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 341', 'ARCH 441', 'ARCH 421', 'BIO 473', 'ARCH 345', 'HIST 276', 'ARCH 342', 'INDE 361', 'COM 270', 'ARCH T480']
93	ARCH 347   [WI] Intensive Architectural Studies 1.0-6.0 Credit	An intensive study tour of selected domestic and foreign destinations focusing on architecture and related design disciplines. Combines lecture, site visits, sketching and individual research.  History/Theory Elective.	ARCH 347	[WI] Intensive Architectural Studies 1.0-	6.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 341', 'ARCH 441', 'ARCH 421', 'ARCH 343', 'ARCH T480', 'ARCH 345', 'COM 390', 'MGMT 210', 'ARCH 346', 'ARCH 342']
94	ARCH 348   [WI] Studies in Vernacular Architecture 3.0 Credits	A topical survey of world traditions of vernacular architecture, with emphasis on houses and dwelling environments. The survey topics include basics of shelter, construction methods, response to climate, patterns of settlement, social and economic organization, cultural expression, and methods of research and analysis.	ARCH 348	[WI] Studies in Vernacular Architecture 	3.0	[0. 0. 0. ... 0. 0. 0.]	['CJS 300', 'BUSN 200', 'ARCH 350', 'HIST 279', 'COM 221', 'ARTH 325', 'ARCH 211', 'PSCI 232', 'COM 240', 'CMGT 363']
95	ARCH 350  Contemporary Architecture 3.0 Credits	Survey and analysis of significant developments in architecture and urbanism over the past 50+ years.  Writing Intensive.	ARCH 350	Contemporary Architecture 	3.0	[0. 0. 0. ... 0. 0. 0.]	['ARCH 143', 'ARCH 340', 'ARCH 345', 'BIO 473', 'ARTH 300', 'ARCH 346', 'ARCH 144', 'MIP 132', 'ARCH 344', 'ARCH 348']
96	ARCH 354  Structural Systems IV 1.5 Credit	Intermediate aspects of structural systems with exposure to materials and methods that are frequently used in building construction.  Develops skills needed for structural integration in building design.	ARCH 354	Structural Systems IV 	1.5	[0. 0. 0. ... 0. 0. 0.]	['ARCH 253', 'ARCH 251', 'ARCH 252', 'ARCH 355', 'ARCH 356', 'ARCH 170', 'ARCH 221', 'ARCH 223', 'ARCH 173', 'AE 391']
97	ARCH 355  Structural Systems V 1.5 Credit	Intermediate structural analysis for architectural design.  Develops skills needed for structural integration in building design.	ARCH 355	Structural Systems V 	1.5	[0. 0. 0. ... 0. 0. 0.]	['ARCH 356', 'ARCH 354', 'ARCH 253', 'ARCH 251', 'ARCH 252', 'ARCH 394', 'ARCH 395', 'ARCH 396', 'ARCH 293', 'ARCH 292']
98	ARCH 356  Structural Systems VI 1.5 Credit	Intermediate structural analysis for architectural design with a focus on composite systems. Develops skills needed for structural integration in building design.	ARCH 356	Structural Systems VI 	1.5	[0. 0. 0. ... 0. 0. 0.]	['ARCH 355', 'ARCH 354', 'ARCH 253', 'ARCH 251', 'ARCH 252', 'ARCH 394', 'ARCH 396', 'ARCH 395', 'ARCH 293', 'ARCH 292']
